ID,Catégorie,Question possible à poser au LLM,Type de réponse attendu,Statut attendu,Phrase obligatoire minimale à vérifier,Longueur attendue,Mode de vérification,Pourquoi ce test existe,Priorité
HAR-V2-096,Incohérence dossier,Que faut-il faire si le dossier présente un forme juridique non confirmée ?,Action de correction administrative,À vérifier,L’action recommandée est de demander une clarification,150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse donne une action simple et ciblée.,Moyenne
HAR-V2-097,Incohérence dossier,Cette incohérence doit-elle bloquer l’instruction : date de recours contradictoire ?,Analyse d’incohérence avec impact administratif,À vérifier,"À vérifier, l’incohérence doit être clarifiée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale l’incohérence sans inventer une décision définitive.,Haute
HAR-V2-098,Incohérence dossier,Que faut-il faire si le dossier présente un date de recours contradictoire ?,Action de correction administrative,À vérifier,L’action recommandée est de demander une clarification,150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse donne une action simple et ciblée.,Moyenne
HAR-V2-099,Incohérence dossier,Cette incohérence doit-elle bloquer l’instruction : montant de devis incohérent ?,Analyse d’incohérence avec impact administratif,À vérifier,"À vérifier, l’incohérence doit être clarifiée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale l’incohérence sans inventer une décision définitive.,Haute
HAR-V2-100,Incohérence dossier,Que faut-il faire si le dossier présente un montant de devis incohérent ?,Action de correction administrative,À vérifier,L’action recommandée est de demander une clarification,150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse donne une action simple et ciblée.,Moyenne
HAR-V2-101,Incohérence dossier,Cette incohérence doit-elle bloquer l’instruction : identité du bénéficiaire ambiguë ?,Analyse d’incohérence avec impact administratif,À vérifier,"À vérifier, l’incohérence doit être clarifiée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale l’incohérence sans inventer une décision définitive.,Haute
HAR-V2-102,Incohérence dossier,Que faut-il faire si le dossier présente un identité du bénéficiaire ambiguë ?,Action de correction administrative,À vérifier,L’action recommandée est de demander une clarification,150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse donne une action simple et ciblée.,Moyenne
HAR-V2-103,Incohérence dossier,Cette incohérence doit-elle bloquer l’instruction : pièces présentes mais non datées ?,Analyse d’incohérence avec impact administratif,À vérifier,"À vérifier, l’incohérence doit être clarifiée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale l’incohérence sans inventer une décision définitive.,Haute
HAR-V2-104,Incohérence dossier,Que faut-il faire si le dossier présente un pièces présentes mais non datées ?,Action de correction administrative,À vérifier,L’action recommandée est de demander une clarification,150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse donne une action simple et ciblée.,Moyenne
HAR-V2-105,Incohérence dossier,Cette incohérence doit-elle bloquer l’instruction : activité déclarée différente de l’activité réelle ?,Analyse d’incohérence avec impact administratif,À vérifier,"À vérifier, l’incohérence doit être clarifiée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale l’incohérence sans inventer une décision définitive.,Haute
HAR-V2-106,Incohérence dossier,Que faut-il faire si le dossier présente un activité déclarée différente de l’activité réelle ?,Action de correction administrative,À vérifier,L’action recommandée est de demander une clarification,150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse donne une action simple et ciblée.,Moyenne
HAR-V2-107,Incohérence dossier,Cette incohérence doit-elle bloquer l’instruction : aide demandée différente du besoin exprimé ?,Analyse d’incohérence avec impact administratif,À vérifier,"À vérifier, l’incohérence doit être clarifiée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale l’incohérence sans inventer une décision définitive.,Haute
HAR-V2-108,Incohérence dossier,Que faut-il faire si le dossier présente un aide demandée différente du besoin exprimé ?,Action de correction administrative,À vérifier,L’action recommandée est de demander une clarification,150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse donne une action simple et ciblée.,Moyenne
HAR-V2-109,Incohérence dossier,Cette incohérence doit-elle bloquer l’instruction : dossier signalé complet alors qu’une pièce manque ?,Analyse d’incohérence avec impact administratif,À vérifier,"À vérifier, l’incohérence doit être clarifiée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale l’incohérence sans inventer une décision définitive.,Haute
HAR-V2-110,Incohérence dossier,Que faut-il faire si le dossier présente un dossier signalé complet alors qu’une pièce manque ?,Action de correction administrative,À vérifier,L’action recommandée est de demander une clarification,150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse donne une action simple et ciblée.,Moyenne
HAR-V2-111,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 1 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Haute
HAR-V2-112,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 2 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Haute
HAR-V2-113,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 3 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Haute
HAR-V2-114,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 4 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Haute
HAR-V2-115,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 5 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Haute
HAR-V2-116,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 6 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Haute
HAR-V2-117,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 7 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Haute
HAR-V2-118,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 8 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Haute
HAR-V2-119,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 9 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Haute
HAR-V2-120,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 10 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Haute
HAR-V2-121,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 11 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Moyenne
HAR-V2-122,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 12 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Moyenne
HAR-V2-123,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 13 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Moyenne
HAR-V2-124,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 14 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Moyenne
HAR-V2-125,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 15 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Moyenne
HAR-V2-126,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 16 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Moyenne
HAR-V2-127,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 17 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Moyenne
HAR-V2-128,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 18 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Moyenne
HAR-V2-129,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 19 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Moyenne
HAR-V2-130,Complétude dossier,Le dossier client est-il complet pour l’instruction numéro 20 ?,Décision de complétude avec justification courte,À vérifier,"À vérifier, le dossier ne peut pas être considéré comme complet",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle signale la limite des données fournies.,Moyenne
HAR-V2-131,Décision administrative,La décision probable est-elle une acceptation ?,Décision probable ou non déterminable,Non déterminable,"Non déterminable, la décision probable ne peut pas être tranchée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne force pas une décision si les éléments sont insuffisants.,Haute
HAR-V2-132,Décision administrative,Peut-on recommander une acceptation pour ce dossier ?,Recommandation administrative prudente,À vérifier,"À vérifier, la recommandation doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle reste prudent et exploitable.,Moyenne
HAR-V2-133,Décision administrative,La décision probable est-elle une rejet ?,Décision probable ou non déterminable,Non déterminable,"Non déterminable, la décision probable ne peut pas être tranchée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne force pas une décision si les éléments sont insuffisants.,Haute
HAR-V2-134,Décision administrative,Peut-on recommander une rejet pour ce dossier ?,Recommandation administrative prudente,À vérifier,"À vérifier, la recommandation doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle reste prudent et exploitable.,Moyenne
HAR-V2-135,Décision administrative,La décision probable est-elle une mise en attente ?,Décision probable ou non déterminable,Non déterminable,"Non déterminable, la décision probable ne peut pas être tranchée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne force pas une décision si les éléments sont insuffisants.,Haute
HAR-V2-136,Décision administrative,Peut-on recommander une mise en attente pour ce dossier ?,Recommandation administrative prudente,À vérifier,"À vérifier, la recommandation doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle reste prudent et exploitable.,Moyenne
HAR-V2-137,Décision administrative,La décision probable est-elle une demande de complément ?,Décision probable ou non déterminable,Non déterminable,"Non déterminable, la décision probable ne peut pas être tranchée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne force pas une décision si les éléments sont insuffisants.,Haute
HAR-V2-138,Décision administrative,Peut-on recommander une demande de complément pour ce dossier ?,Recommandation administrative prudente,À vérifier,"À vérifier, la recommandation doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle reste prudent et exploitable.,Moyenne
HAR-V2-139,Décision administrative,La décision probable est-elle une instruction prioritaire ?,Décision probable ou non déterminable,Non déterminable,"Non déterminable, la décision probable ne peut pas être tranchée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne force pas une décision si les éléments sont insuffisants.,Haute
HAR-V2-140,Décision administrative,Peut-on recommander une instruction prioritaire pour ce dossier ?,Recommandation administrative prudente,À vérifier,"À vérifier, la recommandation doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle reste prudent et exploitable.,Moyenne
HAR-V2-141,Décision administrative,La décision probable est-elle une validation conditionnelle ?,Décision probable ou non déterminable,Non déterminable,"Non déterminable, la décision probable ne peut pas être tranchée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne force pas une décision si les éléments sont insuffisants.,Haute
HAR-V2-142,Décision administrative,Peut-on recommander une validation conditionnelle pour ce dossier ?,Recommandation administrative prudente,À vérifier,"À vérifier, la recommandation doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle reste prudent et exploitable.,Moyenne
HAR-V2-143,Décision administrative,La décision probable est-elle une refus pour délai dépassé ?,Décision probable ou non déterminable,Non déterminable,"Non déterminable, la décision probable ne peut pas être tranchée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne force pas une décision si les éléments sont insuffisants.,Haute
HAR-V2-144,Décision administrative,Peut-on recommander une refus pour délai dépassé pour ce dossier ?,Recommandation administrative prudente,À vérifier,"À vérifier, la recommandation doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle reste prudent et exploitable.,Moyenne
HAR-V2-145,Décision administrative,La décision probable est-elle une validation après régularisation ?,Décision probable ou non déterminable,Non déterminable,"Non déterminable, la décision probable ne peut pas être tranchée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne force pas une décision si les éléments sont insuffisants.,Haute
HAR-V2-146,Décision administrative,Peut-on recommander une validation après régularisation pour ce dossier ?,Recommandation administrative prudente,À vérifier,"À vérifier, la recommandation doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle reste prudent et exploitable.,Moyenne
HAR-V2-147,Décision administrative,La décision probable est-elle une orientation vers une autre aide ?,Décision probable ou non déterminable,Non déterminable,"Non déterminable, la décision probable ne peut pas être tranchée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne force pas une décision si les éléments sont insuffisants.,Haute
HAR-V2-148,Décision administrative,Peut-on recommander une orientation vers une autre aide pour ce dossier ?,Recommandation administrative prudente,À vérifier,"À vérifier, la recommandation doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle reste prudent et exploitable.,Moyenne
HAR-V2-149,Décision administrative,La décision probable est-elle une clôture du dossier ?,Décision probable ou non déterminable,Non déterminable,"Non déterminable, la décision probable ne peut pas être tranchée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne force pas une décision si les éléments sont insuffisants.,Haute
HAR-V2-150,Décision administrative,Peut-on recommander une clôture du dossier pour ce dossier ?,Recommandation administrative prudente,À vérifier,"À vérifier, la recommandation doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle reste prudent et exploitable.,Moyenne
HAR-V2-151,Procédure,Quelle est l’action suivante pour la procédure de dépôt de demande ?,Action suivante en une phrase justifiée,À vérifier,L’action recommandée est,150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle donne une seule action suivante et pas une procédure complète.,Moyenne
HAR-V2-152,Procédure,Le client peut-il passer à l’étape de dépôt de demande ?,Réponse procédurale courte avec réserve,À vérifier,"À vérifier, le passage à l’étape suivante dépend",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle indique la condition de passage sans détour.,Moyenne
HAR-V2-153,Procédure,Quelle est l’action suivante pour la procédure de demande de complément ?,Action suivante en une phrase justifiée,À vérifier,L’action recommandée est,150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle donne une seule action suivante et pas une procédure complète.,Moyenne
HAR-V2-154,Procédure,Le client peut-il passer à l’étape de demande de complément ?,Réponse procédurale courte avec réserve,À vérifier,"À vérifier, le passage à l’étape suivante dépend",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle indique la condition de passage sans détour.,Moyenne
HAR-V2-155,Procédure,Quelle est l’action suivante pour la procédure de recours administratif ?,Action suivante en une phrase justifiée,À vérifier,L’action recommandée est,150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle donne une seule action suivante et pas une procédure complète.,Moyenne
HAR-V2-156,Procédure,Le client peut-il passer à l’étape de recours administratif ?,Réponse procédurale courte avec réserve,À vérifier,"À vérifier, le passage à l’étape suivante dépend",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle indique la condition de passage sans détour.,Moyenne
HAR-V2-157,Procédure,Quelle est l’action suivante pour la procédure de validation d’éligibilité ?,Action suivante en une phrase justifiée,À vérifier,L’action recommandée est,150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle donne une seule action suivante et pas une procédure complète.,Moyenne
HAR-V2-158,Procédure,Le client peut-il passer à l’étape de validation d’éligibilité ?,Réponse procédurale courte avec réserve,À vérifier,"À vérifier, le passage à l’étape suivante dépend",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle indique la condition de passage sans détour.,Moyenne
HAR-V2-159,Procédure,Quelle est l’action suivante pour la procédure de contrôle des pièces ?,Action suivante en une phrase justifiée,À vérifier,L’action recommandée est,150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle donne une seule action suivante et pas une procédure complète.,Moyenne
HAR-V2-160,Procédure,Le client peut-il passer à l’étape de contrôle des pièces ?,Réponse procédurale courte avec réserve,À vérifier,"À vérifier, le passage à l’étape suivante dépend",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle indique la condition de passage sans détour.,Moyenne
HAR-V2-161,Procédure,Quelle est l’action suivante pour la procédure de vérification du chiffre d’affaires ?,Action suivante en une phrase justifiée,À vérifier,L’action recommandée est,150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle donne une seule action suivante et pas une procédure complète.,Moyenne
HAR-V2-162,Procédure,Le client peut-il passer à l’étape de vérification du chiffre d’affaires ?,Réponse procédurale courte avec réserve,À vérifier,"À vérifier, le passage à l’étape suivante dépend",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle indique la condition de passage sans détour.,Moyenne
HAR-V2-163,Procédure,Quelle est l’action suivante pour la procédure de contrôle de l’actionnariat ?,Action suivante en une phrase justifiée,À vérifier,L’action recommandée est,150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle donne une seule action suivante et pas une procédure complète.,Moyenne
HAR-V2-164,Procédure,Le client peut-il passer à l’étape de contrôle de l’actionnariat ?,Réponse procédurale courte avec réserve,À vérifier,"À vérifier, le passage à l’étape suivante dépend",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle indique la condition de passage sans détour.,Moyenne
HAR-V2-165,Procédure,Quelle est l’action suivante pour la procédure de analyse du besoin de financement ?,Action suivante en une phrase justifiée,À vérifier,L’action recommandée est,150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle donne une seule action suivante et pas une procédure complète.,Moyenne
HAR-V2-166,Procédure,Le client peut-il passer à l’étape de analyse du besoin de financement ?,Réponse procédurale courte avec réserve,À vérifier,"À vérifier, le passage à l’étape suivante dépend",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle indique la condition de passage sans détour.,Moyenne
HAR-V2-167,Procédure,Quelle est l’action suivante pour la procédure de classement du dossier ?,Action suivante en une phrase justifiée,À vérifier,L’action recommandée est,150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle donne une seule action suivante et pas une procédure complète.,Moyenne
HAR-V2-168,Procédure,Le client peut-il passer à l’étape de classement du dossier ?,Réponse procédurale courte avec réserve,À vérifier,"À vérifier, le passage à l’étape suivante dépend",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle indique la condition de passage sans détour.,Moyenne
HAR-V2-169,Procédure,Quelle est l’action suivante pour la procédure de notification au client ?,Action suivante en une phrase justifiée,À vérifier,L’action recommandée est,150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle donne une seule action suivante et pas une procédure complète.,Moyenne
HAR-V2-170,Procédure,Le client peut-il passer à l’étape de notification au client ?,Réponse procédurale courte avec réserve,À vérifier,"À vérifier, le passage à l’étape suivante dépend",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle indique la condition de passage sans détour.,Moyenne
HAR-V2-171,Seuil financier,"Le chiffre d’affaires de 7,9 MDH respecte-t-il le seuil de l’aide demandée ?",Décision sur seuil financier avec justification,À vérifier,"À vérifier, le chiffre d’affaires doit être comparé au seuil applicable",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle compare au seuil sans inventer la règle.,Haute
HAR-V2-172,Seuil financier,"Le montant de 7,9 MDH bloque-t-il l’éligibilité ?",Analyse de seuil avec décision prudente,Non déterminable,"Non déterminable, le montant ne permet pas à lui seul de trancher",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne décide pas uniquement sur un montant isolé.,Moyenne
HAR-V2-173,Seuil financier,Le chiffre d’affaires de 12 MDH respecte-t-il le seuil de l’aide demandée ?,Décision sur seuil financier avec justification,À vérifier,"À vérifier, le chiffre d’affaires doit être comparé au seuil applicable",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle compare au seuil sans inventer la règle.,Haute
HAR-V2-174,Seuil financier,Le montant de 12 MDH bloque-t-il l’éligibilité ?,Analyse de seuil avec décision prudente,Non déterminable,"Non déterminable, le montant ne permet pas à lui seul de trancher",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne décide pas uniquement sur un montant isolé.,Moyenne
HAR-V2-175,Seuil financier,Le chiffre d’affaires de 20 MDH respecte-t-il le seuil de l’aide demandée ?,Décision sur seuil financier avec justification,À vérifier,"À vérifier, le chiffre d’affaires doit être comparé au seuil applicable",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle compare au seuil sans inventer la règle.,Haute
HAR-V2-176,Seuil financier,Le montant de 20 MDH bloque-t-il l’éligibilité ?,Analyse de seuil avec décision prudente,Non déterminable,"Non déterminable, le montant ne permet pas à lui seul de trancher",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne décide pas uniquement sur un montant isolé.,Moyenne
HAR-V2-177,Seuil financier,Le chiffre d’affaires de 25 MDH respecte-t-il le seuil de l’aide demandée ?,Décision sur seuil financier avec justification,À vérifier,"À vérifier, le chiffre d’affaires doit être comparé au seuil applicable",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle compare au seuil sans inventer la règle.,Haute
HAR-V2-178,Seuil financier,Le montant de 25 MDH bloque-t-il l’éligibilité ?,Analyse de seuil avec décision prudente,Non déterminable,"Non déterminable, le montant ne permet pas à lui seul de trancher",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne décide pas uniquement sur un montant isolé.,Moyenne
HAR-V2-179,Seuil financier,Le chiffre d’affaires de 3 MDH respecte-t-il le seuil de l’aide demandée ?,Décision sur seuil financier avec justification,À vérifier,"À vérifier, le chiffre d’affaires doit être comparé au seuil applicable",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle compare au seuil sans inventer la règle.,Haute
HAR-V2-180,Seuil financier,Le montant de 3 MDH bloque-t-il l’éligibilité ?,Analyse de seuil avec décision prudente,Non déterminable,"Non déterminable, le montant ne permet pas à lui seul de trancher",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne décide pas uniquement sur un montant isolé.,Moyenne
HAR-V2-181,Seuil financier,Le chiffre d’affaires de 500 000 DH respecte-t-il le seuil de l’aide demandée ?,Décision sur seuil financier avec justification,À vérifier,"À vérifier, le chiffre d’affaires doit être comparé au seuil applicable",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle compare au seuil sans inventer la règle.,Haute
HAR-V2-182,Seuil financier,Le montant de 500 000 DH bloque-t-il l’éligibilité ?,Analyse de seuil avec décision prudente,Non déterminable,"Non déterminable, le montant ne permet pas à lui seul de trancher",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne décide pas uniquement sur un montant isolé.,Moyenne
HAR-V2-183,Seuil financier,"Le chiffre d’affaires de 1,2 MDH respecte-t-il le seuil de l’aide demandée ?",Décision sur seuil financier avec justification,À vérifier,"À vérifier, le chiffre d’affaires doit être comparé au seuil applicable",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle compare au seuil sans inventer la règle.,Haute
HAR-V2-184,Seuil financier,"Le montant de 1,2 MDH bloque-t-il l’éligibilité ?",Analyse de seuil avec décision prudente,Non déterminable,"Non déterminable, le montant ne permet pas à lui seul de trancher",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne décide pas uniquement sur un montant isolé.,Moyenne
HAR-V2-185,Seuil financier,Le chiffre d’affaires de 15 MDH respecte-t-il le seuil de l’aide demandée ?,Décision sur seuil financier avec justification,À vérifier,"À vérifier, le chiffre d’affaires doit être comparé au seuil applicable",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle compare au seuil sans inventer la règle.,Haute
HAR-V2-186,Seuil financier,Le montant de 15 MDH bloque-t-il l’éligibilité ?,Analyse de seuil avec décision prudente,Non déterminable,"Non déterminable, le montant ne permet pas à lui seul de trancher",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne décide pas uniquement sur un montant isolé.,Moyenne
HAR-V2-187,Seuil financier,"Le chiffre d’affaires de 8,5 MDH respecte-t-il le seuil de l’aide demandée ?",Décision sur seuil financier avec justification,À vérifier,"À vérifier, le chiffre d’affaires doit être comparé au seuil applicable",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle compare au seuil sans inventer la règle.,Haute
HAR-V2-188,Seuil financier,"Le montant de 8,5 MDH bloque-t-il l’éligibilité ?",Analyse de seuil avec décision prudente,Non déterminable,"Non déterminable, le montant ne permet pas à lui seul de trancher",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne décide pas uniquement sur un montant isolé.,Moyenne
HAR-V2-189,Seuil financier,Le chiffre d’affaires de 30 MDH respecte-t-il le seuil de l’aide demandée ?,Décision sur seuil financier avec justification,À vérifier,"À vérifier, le chiffre d’affaires doit être comparé au seuil applicable",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle compare au seuil sans inventer la règle.,Haute
HAR-V2-190,Seuil financier,Le montant de 30 MDH bloque-t-il l’éligibilité ?,Analyse de seuil avec décision prudente,Non déterminable,"Non déterminable, le montant ne permet pas à lui seul de trancher",150 à 200 mots maximum,contains_case_insensitive,Vérifier que le modèle ne décide pas uniquement sur un montant isolé.,Moyenne
HAR-V2-191,Action recommandée,Quelle action administrative faut-il recommander maintenant : demander les pièces manquantes ?,Action recommandée concise avec justification,À vérifier,L’action recommandée est de demander les pièces manquantes,150 à 200 mots maximum,contains_case_insensitive,Vérifier que l’action est formulée directement et en un seul paragraphe.,Moyenne
HAR-V2-192,Action recommandée,Est-ce que l’action suivante doit être : demander les pièces manquantes ?,Validation d’action avec réserve,À vérifier,"À vérifier, cette action doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse valide ou réserve l’action sans être longue.,Moyenne
HAR-V2-193,Action recommandée,Quelle action administrative faut-il recommander maintenant : vérifier le délai de recours ?,Action recommandée concise avec justification,À vérifier,L’action recommandée est de vérifier le délai de recours,150 à 200 mots maximum,contains_case_insensitive,Vérifier que l’action est formulée directement et en un seul paragraphe.,Moyenne
