case_id,date_reception,ville,profil_entreprise,activite,programme_demande,type_demande,effectif_declare,ca_estime_mad,montant_projet_mad,pieces_fournies,pieces_manquantes,conditions_remplies,conditions_non_verifiables,incoherences_detectees,decision_attendue,niveau_hitl,question_administrateur_exemple,relations_graphrag_attendues,source_principale_url,commentaire_extraction
AIDE-2026-0035,2026-02-09,Fes,PME,atelier de fabrication textile,PACT Decarbonation Eau,croissance_verte,68,6610307,5552066,plan de financement; devis prestataire; registre de commerce; RIB; preuve depot initial; bail commercial,attestation fiscale absente; statuts non fournis; decision contestee non jointe,entreprise_identifiee; projet_chiffre; financement_decrit,regularite_fiscale; regularite_sociale,activite secondaire mentionnee dans un email,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0035 et indique si la PME est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->attestation fiscale absente;statuts non fournis;decision contestee non jointe; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0036,2026-02-10,Settat,PME,restaurant et restauration rapide,MOWAKABA Conseil et Expertise,aide_accompagnement,168,925419,580596,attestation CNSS; certificat de propriete; RIB; attestation fiscale; decision contestee; photos du local; ICE,devis prestataire non signe; preuve de depot initiale absente,situation_fiscale_documentee,cout_projet,montant devis different du plan de financement,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0036 et indique si la PME est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->devis prestataire non signe;preuve de depot initiale absente; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0037,2026-02-11,Tanger,TPE,services de nettoyage,MOWAKABA Conseil et Expertise,aide_accompagnement,7,2791298,540385,plan de financement; CIN gerant; statuts; decision contestee; formulaire signe,devis prestataire non signe; justificatif local absent; preuve de depot initiale absente,financement_decrit,regularite_fiscale; regularite_sociale; cout_projet,prestataire non identifiable,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0037 et indique si la TPE est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->devis prestataire non signe;justificatif local absent;preuve de depot initiale absente; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0038,2026-02-12,Marrakech,TPE,prestataire informatique,PACT Decarbonation Eau,croissance_verte,24,1514929,567741,ICE; plan de financement; registre de commerce; attestation fiscale; decision contestee; RIB; bail commercial,activite declaree incoherente; devis prestataire non signe; montant investissement non ventile,entreprise_identifiee; situation_fiscale_documentee; financement_decrit,regularite_sociale; cout_projet,statut fiscal non verifiable,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0038 et indique si la TPE est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->activite declaree incoherente;devis prestataire non signe;montant investissement non ventile; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0039,2026-02-13,Oujda,TPE,services de nettoyage,PACT Decarbonation Eau,croissance_verte,22,2178286,701691,devis prestataire; RIB; bail commercial; attestation CNSS; ICE; preuve depot initial; photos du local,montant investissement non ventile,projet_chiffre,regularite_fiscale,prestataire non identifiable,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0039 et indique si la TPE est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->montant investissement non ventile; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0040,2026-02-14,Meknes,TPE,salon de coiffure,ISTITMAR TPE,prime_investissement_tpe,16,2640122,1649596,plan de financement; certificat de propriete; devis prestataire; formulaire signe; photos du local; RIB; attestation fiscale,decision contestee non jointe; statuts non fournis,situation_fiscale_documentee; projet_chiffre; financement_decrit,regularite_sociale,aucune incoherence majeure,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0040 et indique si la TPE est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->decision contestee non jointe;statuts non fournis; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0041,2026-02-15,Laayoune,TPE,imprimerie,ISTITMAR PME,prime_investissement_pme,4,1262320,1764683,decision contestee; attestation CNSS; CIN gerant; formulaire signe; statuts; preuve depot initial; attestation fiscale; plan de financement,objet de demande mal qualifie; activite declaree incoherente,situation_fiscale_documentee; financement_decrit,cout_projet,adresse local differente entre bail et formulaire,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0041 et indique si la TPE est eligible a ISTITMAR PME, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR PME; ISTITMAR PME->exige->pieces_justificatives; Dossier->manque->objet de demande mal qualifie;activite declaree incoherente; Incoherence->ORANGE,https://marocpme.gov.ma/istitmar/istitmar-pme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0042,2026-02-16,Agadir,TPE,e-commerce artisanal,ISTITMAR TPE,prime_investissement_tpe,19,2476847,1501823,bail commercial; photos du local; formulaire signe; certificat de propriete; registre de commerce; ICE; attestation fiscale; statuts,justificatif local absent; activite declaree incoherente,entreprise_identifiee; situation_fiscale_documentee,regularite_sociale; cout_projet,statut fiscal non verifiable,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0042 et indique si la TPE est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->justificatif local absent;activite declaree incoherente; Incoherence->ROUGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0043,2026-02-17,Tetouan,PME,atelier mecanique,ISTITMAR TPE,prime_investissement_tpe,51,3880331,8183504,photos du local; formulaire signe; attestation fiscale; certificat de propriete; preuve depot initial; statuts; ICE,activite declaree incoherente; registre de commerce illisible; devis prestataire non signe,situation_fiscale_documentee,regularite_sociale; cout_projet,statut fiscal non verifiable,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0043 et indique si la PME est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->activite declaree incoherente;registre de commerce illisible;devis prestataire non signe; Incoherence->ROUGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0044,2026-02-18,Laayoune,PME,agence de voyage,ISTITMAR PME,prime_investissement_pme,72,1013626,974794,decision contestee; statuts; attestation fiscale; preuve depot initial; attestation CNSS,registre de commerce illisible,situation_fiscale_documentee,cout_projet,aucune incoherence majeure,orientation_autre_service,VERT,"Analyse le dossier AIDE-2026-0044 et indique si la PME est eligible a ISTITMAR PME, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR PME; ISTITMAR PME->exige->pieces_justificatives; Dossier->manque->registre de commerce illisible; Incoherence->VERT,https://marocpme.gov.ma/istitmar/istitmar-pme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0045,2026-02-19,Fes,PME,atelier de fabrication textile,Go Siyaha,appui_tourisme,66,14707312,8074965,bail commercial; decision contestee; certificat de propriete; formulaire signe; ICE; registre de commerce,justificatif local absent; statuts non fournis; activite declaree incoherente,entreprise_identifiee,regularite_fiscale; regularite_sociale; cout_projet,prestataire non identifiable,non_eligible_temporaire,ORANGE,"Analyse le dossier AIDE-2026-0045 et indique si la PME est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->justificatif local absent;statuts non fournis;activite declaree incoherente; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0046,2026-02-20,Oujda,TPE,salon de coiffure,MOWAKABA Digitalisation,aide_digitalisation,18,1845421,1949594,formulaire signe; ICE; plan de financement; bail commercial; photos du local; registre de commerce; CIN gerant; devis prestataire,objet de demande mal qualifie; attestation fiscale absente; activite declaree incoherente,entreprise_identifiee; projet_chiffre; financement_decrit,regularite_fiscale; regularite_sociale,aucune incoherence majeure,orientation_autre_service,VERT,"Analyse le dossier AIDE-2026-0046 et indique si la TPE est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->objet de demande mal qualifie;attestation fiscale absente;activite declaree incoherente; Incoherence->VERT,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0047,2026-02-21,Laayoune,PME,restaurant et restauration rapide,ISTITMAR TPE,prime_investissement_tpe,42,294891,6913787,attestation fiscale; plan de financement; decision contestee; registre de commerce; certificat de propriete; ICE; statuts; devis prestataire,activite declaree incoherente; justificatif local absent,entreprise_identifiee; situation_fiscale_documentee; projet_chiffre; financement_decrit,regularite_sociale,activite secondaire mentionnee dans un email,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0047 et indique si la PME est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->activite declaree incoherente;justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0048,2026-02-22,Marrakech,PME,bureau d'etudes,ISTITMAR TPE,prime_investissement_tpe,31,9386240,3831676,registre de commerce; statuts; attestation fiscale; photos du local; certificat de propriete; formulaire signe; ICE,justificatif local absent; activite declaree incoherente; objet de demande mal qualifie,entreprise_identifiee; situation_fiscale_documentee,regularite_sociale; cout_projet,adresse local differente entre bail et formulaire,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0048 et indique si la PME est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->justificatif local absent;activite declaree incoherente;objet de demande mal qualifie; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0049,2026-02-23,Tetouan,TPE,formation professionnelle privee,PACT Qualite,certification_labelisation,10,2349132,2324846,decision contestee; CIN gerant; ICE; registre de commerce; preuve depot initial; attestation fiscale; plan de financement,devis prestataire non signe; objet de demande mal qualifie,entreprise_identifiee; situation_fiscale_documentee; financement_decrit,regularite_sociale; cout_projet,statut fiscal non verifiable,non_eligible_temporaire,ORANGE,"Analyse le dossier AIDE-2026-0049 et indique si la TPE est eligible a PACT Qualite, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Qualite; PACT Qualite->exige->pieces_justificatives; Dossier->manque->devis prestataire non signe;objet de demande mal qualifie; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0050,2026-02-24,Beni Mellal,PME,commerce de detail alimentaire,ISTITMAR TPE,prime_investissement_tpe,174,14031161,4581644,plan de financement; registre de commerce; RIB; photos du local; attestation CNSS,objet de demande mal qualifie; devis prestataire non signe; statuts non fournis,entreprise_identifiee; financement_decrit,regularite_fiscale; cout_projet,activite secondaire mentionnee dans un email,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0050 et indique si la PME est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->objet de demande mal qualifie;devis prestataire non signe;statuts non fournis; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0051,2026-02-25,Agadir,TPE,bureau d'etudes,Go Siyaha,appui_tourisme,12,1596615,498723,formulaire signe; devis prestataire; bail commercial; preuve depot initial; attestation fiscale; CIN gerant,montant investissement non ventile; objet de demande mal qualifie; justificatif local absent,situation_fiscale_documentee; projet_chiffre,regularite_sociale,aucune incoherence majeure,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0051 et indique si la TPE est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->montant investissement non ventile;objet de demande mal qualifie;justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0052,2026-02-26,Tanger,TPE,hebergement touristique,PACT Decarbonation Eau,croissance_verte,5,1945233,2218373,RIB; photos du local; formulaire signe; attestation fiscale; bail commercial; preuve depot initial; devis prestataire,statuts non fournis,situation_fiscale_documentee; projet_chiffre,regularite_sociale,aucune incoherence majeure,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0052 et indique si la TPE est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->statuts non fournis; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0053,2026-02-27,Fes,TPE,logistique urbaine,PACT Decarbonation Eau,croissance_verte,16,2283028,569297,RIB; registre de commerce; statuts; devis prestataire; attestation CNSS; plan de financement; formulaire signe; photos du local,justificatif local absent,entreprise_identifiee; projet_chiffre; financement_decrit,regularite_fiscale,montant devis different du plan de financement,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0053 et indique si la TPE est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->justificatif local absent; Incoherence->ROUGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0054,2026-02-28,Rabat,TPE,agence de voyage,MOWAKABA Digitalisation,aide_digitalisation,17,1474156,2194363,attestation fiscale; devis prestataire; registre de commerce; decision contestee; RIB; ICE,preuve de depot initiale absente,entreprise_identifiee; situation_fiscale_documentee; projet_chiffre,regularite_sociale,aucune incoherence majeure,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0054 et indique si la TPE est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->preuve de depot initiale absente; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0055,2026-03-01,Fes,PME,restaurant et restauration rapide,PACT Qualite,certification_labelisation,72,13213337,7021578,decision contestee; formulaire signe; preuve depot initial; statuts; certificat de propriete; devis prestataire; CIN gerant; RIB,justificatif local absent,projet_chiffre,regularite_fiscale; regularite_sociale,adresse local differente entre bail et formulaire,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0055 et indique si la PME est eligible a PACT Qualite, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Qualite; PACT Qualite->exige->pieces_justificatives; Dossier->manque->justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0056,2026-03-02,Agadir,PME,hebergement touristique,ISTITMAR PME,prime_investissement_pme,143,13048879,9177243,attestation fiscale; photos du local; preuve depot initial; plan de financement; decision contestee,justificatif local absent; registre de commerce illisible; statuts non fournis,situation_fiscale_documentee; financement_decrit,regularite_sociale; cout_projet,adresse local differente entre bail et formulaire,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0056 et indique si la PME est eligible a ISTITMAR PME, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR PME; ISTITMAR PME->exige->pieces_justificatives; Dossier->manque->justificatif local absent;registre de commerce illisible;statuts non fournis; Incoherence->ORANGE,https://marocpme.gov.ma/istitmar/istitmar-pme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0057,2026-03-03,Tetouan,PME,formation professionnelle privee,ISTITMAR TPE,prime_investissement_tpe,100,11384850,10999063,decision contestee; statuts; photos du local; preuve depot initial; plan de financement; RIB; certificat de propriete,attestation fiscale absente; registre de commerce illisible,financement_decrit,regularite_fiscale; regularite_sociale; cout_projet,statut fiscal non verifiable,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0057 et indique si la PME est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->attestation fiscale absente;registre de commerce illisible; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0058,2026-03-04,Tetouan,PME,agence de voyage,MOWAKABA Conseil et Expertise,aide_accompagnement,106,14861830,11045407,CIN gerant; devis prestataire; plan de financement; attestation CNSS; ICE,activite declaree incoherente; objet de demande mal qualifie,projet_chiffre; financement_decrit,regularite_fiscale,prestataire non identifiable,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0058 et indique si la PME est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->activite declaree incoherente;objet de demande mal qualifie; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0059,2026-03-05,Beni Mellal,TPE,restaurant et restauration rapide,MOWAKABA Conseil et Expertise,aide_accompagnement,9,2897281,1265354,certificat de propriete; attestation fiscale; attestation CNSS; plan de financement; RIB; ICE; preuve depot initial; bail commercial,statuts non fournis; montant investissement non ventile,situation_fiscale_documentee; financement_decrit,cout_projet,adresse local differente entre bail et formulaire,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0059 et indique si la TPE est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->statuts non fournis;montant investissement non ventile; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0060,2026-03-06,Tanger,TPE,services de nettoyage,MOWAKABA Conseil et Expertise,aide_accompagnement,13,2056431,670563,ICE; certificat de propriete; bail commercial; photos du local; preuve depot initial; formulaire signe; CIN gerant; attestation fiscale,devis prestataire non signe,situation_fiscale_documentee,regularite_sociale; cout_projet,montant devis different du plan de financement,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0060 et indique si la TPE est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->devis prestataire non signe; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0061,2026-03-07,Meknes,PME,fabrication de mobilier,MOWAKABA Conseil et Expertise,aide_accompagnement,119,4533671,11247730,CIN gerant; preuve depot initial; ICE; plan de financement; RIB; photos du local,activite declaree incoherente; montant investissement non ventile; justificatif local absent,financement_decrit,regularite_fiscale; regularite_sociale; cout_projet,activite secondaire mentionnee dans un email,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0061 et indique si la PME est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->activite declaree incoherente;montant investissement non ventile;justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0062,2026-03-08,Oujda,PME,e-commerce artisanal,MOWAKABA Digitalisation,aide_digitalisation,29,4229651,6458231,bail commercial; devis prestataire; CIN gerant; ICE; formulaire signe; attestation CNSS; attestation fiscale,montant investissement non ventile; decision contestee non jointe; justificatif local absent,situation_fiscale_documentee; projet_chiffre,aucune,montant devis different du plan de financement,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0062 et indique si la PME est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->montant investissement non ventile;decision contestee non jointe;justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0063,2026-03-09,Marrakech,PME,services de nettoyage,Go Siyaha,appui_tourisme,58,10930675,3249885,photos du local; attestation fiscale; registre de commerce; bail commercial; RIB; decision contestee; certificat de propriete,devis prestataire non signe; objet de demande mal qualifie; montant investissement non ventile,entreprise_identifiee; situation_fiscale_documentee,regularite_sociale; cout_projet,prestataire non identifiable,non_eligible_temporaire,ORANGE,"Analyse le dossier AIDE-2026-0063 et indique si la PME est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->devis prestataire non signe;objet de demande mal qualifie;montant investissement non ventile; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0064,2026-03-10,Fes,PME,restaurant et restauration rapide,Go Siyaha,appui_tourisme,77,5731437,7030985,bail commercial; ICE; preuve depot initial; certificat de propriete; registre de commerce; attestation fiscale,devis prestataire non signe; decision contestee non jointe,entreprise_identifiee; situation_fiscale_documentee,regularite_sociale; cout_projet,montant devis different du plan de financement,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0064 et indique si la PME est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->devis prestataire non signe;decision contestee non jointe; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0065,2026-03-11,Tetouan,TPE,hebergement touristique,MOWAKABA Conseil et Expertise,aide_accompagnement,5,2214324,375828,certificat de propriete; devis prestataire; attestation CNSS; decision contestee; photos du local; attestation fiscale,objet de demande mal qualifie,situation_fiscale_documentee; projet_chiffre,aucune,prestataire non identifiable,non_eligible_temporaire,ORANGE,"Analyse le dossier AIDE-2026-0065 et indique si la TPE est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->objet de demande mal qualifie; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0066,2026-03-12,Settat,TPE,fabrication de mobilier,MOWAKABA Conseil et Expertise,aide_accompagnement,20,1848136,1618073,decision contestee; certificat de propriete; devis prestataire; attestation CNSS; ICE; RIB; registre de commerce; attestation fiscale,plan de financement incomplet; objet de demande mal qualifie; justificatif local absent,entreprise_identifiee; situation_fiscale_documentee; projet_chiffre,aucune,statut fiscal non verifiable,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0066 et indique si la TPE est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->plan de financement incomplet;objet de demande mal qualifie;justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0067,2026-03-13,Casablanca,TPE,logistique urbaine,MOWAKABA Digitalisation,aide_digitalisation,17,737044,467652,registre de commerce; plan de financement; devis prestataire; attestation CNSS; decision contestee; statuts; ICE; formulaire signe,objet de demande mal qualifie; montant investissement non ventile; activite declaree incoherente,entreprise_identifiee; projet_chiffre; financement_decrit,regularite_fiscale,activite secondaire mentionnee dans un email,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0067 et indique si la TPE est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->objet de demande mal qualifie;montant investissement non ventile;activite declaree incoherente; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0068,2026-03-14,Tanger,TPE,atelier de fabrication textile,MOWAKABA Conseil et Expertise,aide_accompagnement,24,1804115,971295,formulaire signe; attestation CNSS; bail commercial; photos du local; devis prestataire; RIB; CIN gerant; plan de financement,activite declaree incoherente; statuts non fournis; decision contestee non jointe,projet_chiffre; financement_decrit,regularite_fiscale,adresse local differente entre bail et formulaire,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0068 et indique si la TPE est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->activite declaree incoherente;statuts non fournis;decision contestee non jointe; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
